Id;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence
50933;5;25;257;6145;262145;25165825;4294967297;1649270000000;1125900000000000;1729380000000000000;4722370000000000000000
50934;0;1;2;3;4;5;726;5047;20168;60489;151210
50935;4;16;16;50;256;50;130;2500;2500;130;296
50939;1;0;-1;1;1;-4;3;8;-23;10;67
50942;7;29;99;302;842;2177;5281;12128;26548;55684;112389
50944;2;3;4;5;6;7;8;10;11;12;13
50948;6;24;42;60;114;132;150;204;222;240;312
50949;0;1;160;3645;34816;203125;863136;2941225;8519680;21789081;50500000
50954;1;1;8;16384;35184400000000;21267600000000000000000000000000000000;66749600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0;0
50956;1;2;1;4;1;1;3;2;4;1;1
50957;1;3;4;5;7;9;10;12;13;15;16
50958;1;1;3;13;16;45;61;289;639;928;22911
50960;1;2;3;3;2;3;3;4;3;2;3
50962;0;0;1;0;1;4;4;0;4;6;3
50963;1;2;4;8;17;27;33;77;121;165;209
50966;8;14;50;90;0;0;0;0;0;0;0
50968;1;5;27;138;691;3455;17277;86388;431941;2159705;10798527
50971;1;64;729;4096;78125;279936;5764801;16777216;387420489;1000000000;25937424601
50972;13;41;89;97;173;181;241;257;269;293;409
50973;2;3;5;7;17;19;29;47;59;79;89
50974;29;199;1120;3627;11576;28434;69136;139566;281169;509465;917176
50976;1;3;9;111;8659;4220403;8594777715;70377500000000;2305910000000000000;302234000000000000000000;158457000000000000000000000000
50977;1;1;4;23;166;1380;12684;125857;1328084;14754242;171338020
50980;1;2;11;117;2116;54233;1822053;76771684;3922196627;238356000000;16937000000000
50981;0;1;2;3;4;5;6;8;9;11;12
50982;9;2;3;0;9;8;6;6;9;9;3
50983;0;2;6;14;22;30;46;62;70;86;110
50985;2;6;8;9;4;1;4;2;1;3;6
50987;1;2;3;3;5;5;5;8;8;8;8
50988;1;2;9;32;148;620;2914;13000;61949;284988;1370811
50989;6;66;666;6670;66066;600060;67007676;670677000;66067760760;76666077676;76670776666
50990;4;18;100;294;1210;2028;4624;6498;11638;23548;28830
50992;8;25;32;121;2187;3125;32761;79507;97336;503284356;0
50993;1;1;13;693;146821;124626530;426525000000;5893210000000000;328422000000000000000;73719700000000000000000000;66567300000000000000000000000000
50994;113520;8;99585;44;5;5;48;10;280;3;45
50995;2;3;4;5;6;7;8;17;26;41;60
50996;1;2;6;24;120;720;5040;35280;221040;1277160;7021176
50998;1;3;27;432;10125;314928;12252303;573308928;31381059609;1968300000000;139234000000000
50999;92185;1453160000000000000000000000000;3829100000000000000000000000000;1017440000000000000000000000000000000;0;0;0;0;0;0;0
51001;1;36;1295;46584;1675729;60279660;2168392031;78001833456;2805900000000;100934000000000;3630830000000000
51002;751689;67329896;5466340007;239091000000;10297900000000;271354000000000;7163820000000000;130427000000000000;0;0;0
51003;4;14;22;27;39;72;93;98;114;122;141
51005;1;3;4;6;7;8;9;11;12;14;15
51007;1;3;3;1;2;2;3;1;2;1;3
51011;1;0;0;-3;7;-30;194;-1365;10893;-98028;980324
51012;1;1;1;3;9;21;81;351;1233;10249;75841
51014;1;3;2;5;4;9;2;8;11;6;10
51017;1;-5;35;-185;1235;-6785;43835;-247385;1562435;-8983985;55857035
51018;1;29262;114630;160986;179562;252978;502878;528954;780258;908070;1080906
51019;1;4;66;2416;156190;15724248;2275172004;447539000000;114890000000000;37307700000000000;14950400000000000000
51020;1;0;6;12;15;24;28;40;45;56;66
51021;1;8;4;64;64;16;512;768;384;64;4096
51022;0;3;12;16;12;45;36;58;36;75;48
51025;531441;282430000000;129746000000000;7355830000000000;150095000000000000;1667890000000000000;12381600000000000000;68952500000000000000;309629000000000000000;1176250000000000000000;3909190000000000000000
51026;223;257;337;439;569;607;677;821;1229;1471;1607
51027;0;1;4;8;16;25;36;48;68;89;112
51029;1;6;2;12;4;14;3;24;8;26;10
51031;1;2;7;36;249;2190;23535;299880;4426065;74294010;1397669175
51034;1;1;1;15;169;1800;20371;244910;3040077;38536220;497448748
51035;2;3;1;6;4;7;5;10;8;11;9
51036;1;4;20;130;1070;10738;127316;1741705;27003335;467906045;8961068424
51038;199;311;379;409;419;659;941;1009;1439;2351;2789
51039;1;3;7;31;367;21199;15311887;648310000000;19853200000000000000;25742100000000000000000000000000;1022130000000000000000000000000000000000000000000000
51040;5;7;8;11;16;18;19;23;25;27;28
51042;28;183;7259;248473;7236952;172829660;3504611581;64162577895;1091800000000;17561100000000;268840000000000
51043;1;1;2;2;3;4;4;4;5;6;7
51044;56;93;94;117;143;144;145;146;160;207;214
51046;3;27;249;2337;22203;212691;2048673;19804617;191904819;1862395467;18092133513
51048;3;12;12;30;120;30;60;600;600;60;105
51051;1;4826809;244140625;2565726409;13841287201;51520374361;151334000000;377150000000;832972000000;1677100000000;3138430000000
51054;0;140608;1000;4096000;140608000;1000000;4096000000;140608000000;1000000000;4096000000000;140608000000000
51058;31;41;137;277;283;313;353;467;659;937;1201
51059;73;457;1801;3049;3529;4057;8209;10369;19609;20809;33289
51065;4;9;16;25;49;81;121;169;256;289;361
51066;9;15;21;25;33;35;39;49;51;55;57
51067;1;1;2;2;4;2;6;4;6;10;10
51069;1;47;2162;99452;4574792;210440432;9680259872;445292000000;20483400000000;942238000000000;43342900000000000
51070;280;18620;411264;804384;871416;1222144;1284192;164989440;270138960;318729600;326781000
51072;1;1;1024;345104904;3738510000000000;515791000000000000000000;533788000000000000000000000000000;2939700000000000000000000000000000000000000;67615300000000000000000000000000000000000000000000000;5423340000000000000000000000000000000000000000000000000000000000;0
51073;6;8;10;12;14;15;18;20;21;22;26
51076;49;129;289;576;1052;1796;2906;4501;6723;9739;13743
51080;1;1;1;1;1;1;1;1;1;10;1
51081;0;0;0;0;0;0;0;0;0;0;0
51087;1;1;1;1;2;3;6;11;13;17;23
51088;4;8;13;18;22;27;32;36;41;46;50
51091;1;2;4;5;8;10;13;14;18;21;26
51092;1;3;3;4;3;4;5;6;6;7;8
51094;1;1;3;16;129;1438;20955;384226;8623101;231978454;7359117591
51097;52;132;328;824;2072;5176;13032;32488;81816;203864;513256
51098;0;0;1;4;8;16;27;43;64;92;128
51099;1;10;33;46;65;77;123;136;221;371;385
51105;2;3;7;127;10861993;1008630000000;100691000000000;100239000000000000;1000870000000000000000;1000000000000000000000000000000000000000000000000000000000000000000;0
51106;64;236;2393;28925;244106;4214575;37975912;737541492;7127199636;146867000000;1481280000000
51107;37;65;205;373;1193;2173;6953;12665;40525;73817;236197
51108;1;6;27;64;125;162;343;512;729;750;1331
51109;1;1;5;13;57;191;855;3145;14487;56053;262737
51113;19;55;91;119;127;163;199;235;271;307;335
51115;1;0;1;-1;0;-3;-1;-4;1;-1;8
51116;1;4;21;133;977;8135;75609;775667;8707057;106185715;1398451353
51117;1;13;117;905;6461;43953;289717;1868425;11861421;74423393;462815717
51118;1;1;4;9;64;225;2304;11025;147456;893025;14745600
51119;0;10;105;1035;19900;0;0;0;0;0;0
51120;7;20;39;70;107;150;211;278;351;430;527
51121;1;1;2;6;26;162;1454;18854;354258;9671546;384587782
51123;11;44;110;220;385;616;924;1320;1815;2420;3146
51124;0;1;2;2;4;-5;6;4;6;-9;10
51126;1;1;2;10;148;7384;1380960;0;0;0;0
51129;1;1;2;2;4;3;2;8;9;4;3
51130;1;8;0;27;24;0;64;108;48;0;125
51131;1;1;1;2;2;2;3;6;6;3;5
51133;547;35983;111049;2738179;6076687;15860209;53530639;685318537;1043755441;1670649571;2347515619
51135;3;5;3;3;3;5;3;3;7;5;3
51139;1;1;1;1;1;0;1;1;1;0;1
51140;2;2;9;7;3;9;6;7;0;9;9
51141;1;1;2;4;10;26;75;225;715;2347;7990
51142;1;118;144;211;427;739;1836;8958;19638;20528;21454
51144;35;135;235;335;350;435;535;635;735;835;935
51150;1;7;0;6;5;2;1;1;9;4;3
51155;504;520;600;649;729;745;1129;1145;1225;1274;1354
51157;1;1;1;1;1;1;1;3;7;15;33
51158;58;3364;121014;4686270;181121542;6979630118;268686000000;10346400000000;398484000000000;15347100000000000;591057000000000000
51159;1;1;4;26;226;2395;29278;398499;5899534;93507783;1569405110
51160;4;24;29;47;61;63;67;69;87;101;129
51161;13;19;43;79;139;151;211;271;373;433;523
51165;1;10;70;424;2382;12804;66946;343772;1744314;8780912;43976688
51166;11;22;33;44;55;66;88;99;110;132;165
51167;1;1;3;17;152;1933;32608;695657;18148533;564860131;20581455139
51168;1;2;3;4;5;6;7;8;14;48;0
51169;1;4;27;236;2380;26216;306495;3740572;47159772;609924536;8051939324
51171;1;12;130;1380;15435;182280;2302020;30958200;444230325;6771510900;109569000000
51172;-1;7;119;527;1519;3479;6887;12319;20447;32039;47959
51174;1;2;6;12;5;24;91;168;306;110;979
51175;2;3;13;249;65521;4294967265;18446700000000000000;340282000000000000000000000000000000000;115792000000000000000000000000000000000000000000000000000000000000000000000000;0;0
51177;1;1;2;1;2;1;9;4;3;2;17
51179;4;9;20;45;101;227;510;1146;2575;5786;13001
51180;1;1;1;1;5;3;1;1;1;2;1
51181;3;7;10;14;18;21;25;28;32;36;39
51182;4;18;123;941;7600;63696;548039;4808260;42826261;386039540;3513837172
51183;1;-2;9;-4;28;18;118;80;504;466;1631
51184;1;2;7;26;106;443;1931;8532;38556;175744;812102
51188;1;2;4;6;8;11;13;16;19;22;25
51194;2;-2;1;2;-4;1;-2;9;-6;1;2
51195;1;7;43;49;101;107;143;149;201;207;243
51200;-7;-118;0;61318;48667074;1220331832;762938000000;19073500000000;11920900000000000;186265000000000000000;4656610000000000000000
51203;1;2;8;30;128;549;2450;11046;50673;234383;1094288
51204;1;2;7;21;93;334;1536;5867;28047;112618;542814
51205;1;2;3;6;9;16;26;38;58;84;124
51206;-2;-3;-4;-3;-3;-2;-4;-3;-2;3;-2
51207;2;9;200;30625;38896200;461231000000;55435400000000000;71735500000000000000000;1046760000000000000000000000000;178655000000000000000000000000000000000;0
51208;1;-2;4;-8;16;-28;48;-80;128;-202;312
51210;1;2;7;21;57;159;441;1216;3356;9261;25550
51212;5;10;12;15;18;20;21;24;25;26;27
51213;1;12;90;276;426;480;870;1344;1483;1836;3402
51215;13786;284982;3530808;60562860;852866652;13850148312;204749000000;3260120000000;49237000000000;778106000000000;11879800000000000
51216;1;16;-466;-30560;520396;96583616;-333291704;-423733000000;-5095270000000;2365960000000000;70964400000000000
51219;1;6;66;901;13881;231008;4057660;74174927;1398295989;27012396022;532328000000
51220;199;1831;5591;30593;81463;82073;162143;173359;404597;542603;544279
51222;1;1;2;4;6;12;20;40;80;160;308
51223;0;0;0;50;19963;3561696;375158732;28900653074;1816450000000;98630200000000;4776270000000000
51227;1;6;55;559;1979;400;403;8929;224611;1468634;1475459
51228;1;2;4;7;13;14;16;19;25;26;28
51229;1;1;6;57;683;9474;145815;2430393;43202448;810629805;15938815794
51230;1;4;11;27;63;143;319;703;1535;3327;7167
51231;0;1;20;380;7200;136400;2584000;48952000;927360000;17568160000;332816000000
51233;1;3;10;42;214;1284;8992;71937;647435;6474357;71217933
51234;1;0;1;0;1;0;1;3;0;1;9
51238;1;1;1;1;1;1;1;1;1;1;30
51239;1;17;207;2279;24553;268521;3042210;36153510;454208895;6059942223;86030083110
51243;0;1;3;3;-5;-21;-21;43;171;171;-341
51244;50;30;80;62;159;122;315;242;628;482;1254
51246;11;278;202040;107372000000;30325000000000000000000;2418920000000000000000000000000000000000000000;15390800000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0;0
51247;1;1;0;1;-2;0;1;-8;12;0;1
51248;1;5;9;10;11;15;16;20;24;25;29
51253;1;30;144;700;3418;16736;82098;403274;1982980;9758780;48058110
51254;3;4;6;9;14;22;35;56;90;145;234
51255;8;1728;110592;287496;474552;2000376;7077888;34012224;191102976;401947272;631628712
51257;1;2;4;6;10;8;12;16;14;24;30
51263;1;4;12;22;34;51;100;121;144;202;232
51269;1;1;1;1;1;3;9;23;55;223;1115
51270;1;0;1;0;1;1;1;1;1;1;3
51271;1;2;2;10;7;63;38;1252;456;42951;11051
51272;1;5;9;9;9;9;9;9;13;21;21
51278;2;4;7;11;21;33;47;63;81;101;123
51279;41;896;1051;2106;2241;2456;2631;2911;3886;4361;9346
51284;2;4;7;0;2;7;9;1;9;4;8
51285;1;4;36;144;1296;5184;46656;186624;1679616;6718464;60466176
51286;88;169;286;484;598;682;808;844;897;961;1339
51287;1;3;4;5;11;15;17;27;29;33;39
51290;3;5;7;11;17;29;41;47;53;59;71
51292;0;0;0;0;0;0;0;0;0;0;0
51293;1;4;22;151;1051;7354;51472;360301;2522101;17654704;123582922
51296;7;11;29;19;23;53;29;31;103;191;43
51297;1;2;3;9;18;27;54;90;108;163;197
51298;4;64;3364;5963364;60997000000000;199819000000000000000000000;779149000000000000000000000000000000000000000000000000;33059000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0
51302;3063060;3423420;4144140;4476780;5105100;5225220;5290740;5419260;5585580;5705700;6056820
51303;1;2;6;26;142;898;6342;49114;412046;3711746;35660166
51304;1;1;4;11;44;158;658;2607;11193;46595;204255
51305;0;1;2;3;4;6;7;8;9;10;12
51306;0;1;28;153;496;1225;2556;4753;8128;13041;19900
51308;1;4;6;4;3;3;5;1;0;3;8
51309;4;72;1000;14700;206388;3201660;46132944;690153750;8341750000000000;127726000000000000;1963050000000000000
51311;1;2;3;5;7;11;15;21;29;40;52
51312;1;3;22;195;1946;20790;232716;2693691;31979090;387243714;4764470932
51313;1;1;1;1;1;1;1;0;0;0;0
51317;20;44;69;93;118;146;167;191;216;240;265
51318;1;2;2;3;2;4;4;2;4;9;5
51320;1;2;5;15;49;168;608;2300;8924;35440;144058
51322;1;0;0;0;4;8;0;0;4;16;16
51323;10;11;12;13;14;15;16;17;18;19;29
51327;2277;176471;3395245;31640829;189677411;845613769;3048698613;9369900047;25430520379;62478288201;141479000000
51332;1;2;3;6;7;10;11;14;18;18;20
51343;20;72;7968;114816;270336;2146566144;0;0;0;0;0
51345;1;3;5;9;11;15;17;27;25;33;31
51347;3;37;157;661;877;997;1237;1657;2137;2557;3061
51351;0;1;2;3;3;5;4;6;6;7;6
51356;26747;26791;26799;26935;611287;611319;611327;611335;611383;620107;620119
51358;2;5;5;8;8;11;11;14;14;17;17
51359;1;3;4;8;11;18;24;35;45;61;76
51363;18;42;53;82;100;110;121;172;197;216;221
51364;3;19;43;79;127;199;283;379;499;643;809
51365;2;4;1;8;10;5;3;16;18;20;22
51366;7;13;7;31;43;19;73;91;37;133;157
51369;2;3;3;5087;306167;0;0;0;0;0;0
51370;4;16;610;82188;45453172;99181510254;817395000000000;26269200000000000000;0;0;0
51372;1;3;11;47;203;918;4198;19533;91613;433404;2061712
51373;1;1;2;1;5;0;9;3;4;0;7
51377;1;3;4;5;7;9;10;12;13;14;16
51379;1;3;32;199;8702;248303;15282749;2019698992;349875000000;0;0
51380;0;1;2;3;6;15;36;114;396;1565;6756
51381;0;1;2;3;4;5;6;7;8;9;11
51384;1;4;9;25;49;121;225;484;900;1764;3136
51385;1;21;99;475;2293;11111;53973;262649;1279855;6243155;30479985
51386;1;21;287;3249;33159;317457;2913079;25951233;226266887;1941258033;16450020951
51387;1;1;1;1;2;1;1;4;3;1;1
51388;22;2;1;3;2;1;1;10;1;1;2
51389;1;101;5151;176851;4598126;96560646;1705904746;26075972546;352026000000;4263420000000;46897600000000
51390;2;3;1;2;1;1;1;1;1;1;1
51391;2;-4;230;-7880;922378;-104579660;22872643950;-5494080000000;1980590000000000;-817100000000000000;445251000000000000000
51392;1;4;4;4;20;24;4;32;52;4;24
51393;1;2;3;5;7;9;10;12;13;15;16
51394;2;4;11;28;68;169;470;1276;3395;9016;26240
51396;5;17;23;41;73;97;103;113;131;137;151
51397;16;81;128;625;1024;2187;2401;4096;8192;14641;28561
51398;1;10;6;5;2;9;4;0;8;3;7
51400;1;36;6588;6169500;29609340804;728465000000000;91873900000000000000;59398200000000000000000000;196857000000000000000000000000000;0;0
51402;3;5;19;31;257;773;0;0;0;0;0
51403;3;0;8;1;3;7;3;5;9;9;2
51405;3;10;33;108;353;1153;3766;12300;40172;131202;428506
51409;122;127;128;142;5233;0;0;0;0;0;0
51414;1;1;6;7;41;376;793;1169;3131;10562;34817
51417;1;2;1;4;6;1;8;72;12;1;16
51419;1;8;5760;339655680;1624310000000000;629282000000000000000000;19747500000000000000000000000000000;50195500000000000000000000000000000000000000000;0;0;0
51420;0;10;1;11;12;2;20;21;13;3;23
51421;25;61;97;133;150;169;205;241;277;313;349
51422;1;10;160;2800;51400;970000;18640000;362800000;7128700000;141103000000;2809270000000
51423;8;45;71;115;119;121;125;127;396;397;398
51425;0;1;2;6;10;21;33;59;89;145;212
51428;1;3;8;18;40;84;182;378;814;1686;3626
51431;3;5;11;13;17;23;43;47;59;0;0
51435;1;3;12;21;43;45;102;75;161;156;234
51436;0;0;0;0;0;2;0;2;0;0;0
51437;1;1;1;1;1;1;1;1;3;5;9
51438;1;24;900;40352;1994322;104816880;5747466920;325078000000;18826900000000;1110900000000000;66547100000000000
51439;1;2;2;2;18;3;33;255;212;115;147
51440;2;6;15;28;47;69;96;127;164;208;255
51441;101;3283;89293;2266901;55406625;1323907951;31194685583;728619000000;16924800000000;391771000000000;9048650000000000
51443;1;10;41;174;737;3122;13225;56022;237313;1005274;4258409
51448;1;18;59;146;319;652;1281;2456;4637;8670;16111
51452;12;40;50;64;75;92;95;99;116;117;129
51454;1;4;1;4;5;1;4;9;6;1;4
51455;1;1;-1;-4;-1;1;-27;10;4;-1;256
51459;0;1;4;8;13;22;30;41;52;66;83
51460;1;5;13;17;25;25;33;21;9;-15;-23
51464;1;0;0;0;1;1;1;1;2;3;4
51465;0;0;2;6;36;240;2040;20160;231840;3024000;44271360
51466;1;1;3;8;28;85;315;1055;4012;13985;54082
51467;4;18;78;329;1396;5925;25147;106731;452984;1922547;8159665
51470;1;1;4;7;28;62;246;657;2518;7746;28610
51472;5;3;5;4;9;1;6;5;5;5;2
51475;1;2;80;13440;5913600;5381376000;8782410000000;23361200000000000;94566100000000000000;553212000000000000000000;4492080000000000000000000000
51477;0;1;16;3;22;1;9;22;1;9;16
51478;36;72;252;288;378;520;576;584;738;756;792
51482;4;6;9;14;26;34;39;46;49;62;65
51483;7;9;7;7;7;5;5;9;3;3;0
51486;1;-6;-7;-14;-20;-42;-55;-112;-139;-252;-314
51487;1;1;284;3987;182832;21719504;6188114528;3837280000000;5498740000000000;16177600000000000000;104146000000000000000000
51491;1;6;2;3;1;4;0;3;4;5;9
51492;0;1;1;7;1;43;23;337;22;1091;563
51497;144;251498;293066688;370635000000;461149000000000;575976000000000000;718704000000000000000;897032000000000000000000;1119530000000000000000000000;1397240000000000000000000000000;0
51499;0;1;1;1;1;2;2;2;2;2;2
51502;0;3;15;630;1830;2346;4371;5253;5460;19110;98346
51503;1;-5;17;46;116;252;533;1034;1961;3540;6253
51505;5625;50625;275625;1500625;6002500;24010000;77792400;252047376;700131600;1944810000;4802490000
51506;1;2;5;12;28;64;144;320;704;1536;3328
51508;4;26;154;926;5554;33326;199954;1199726;7198354;43190126;259140754
51510;3;10;24;105;112;120;165;252;680;720;728
51511;1;4;1;3;9;2;2;5;4;0;9
51514;1;3;5;7;9;11;12;14;16;18;20
51517;1;1;2;1;2;1;5;2;3;1;10
51520;1;1;1;1;6;1;1;84;84;1;1
51521;9;10;6;5;10;8;3;5;7;9;13
51524;1;1;2;1;0;3;1;2;0;3;1
51526;240;275;693;720;792;1155;1584;2340;2640;2992;3120
51527;1;2;2;4;6;3;8;16;12;4;16
51531;1;2;3;4;5;7;11;13;15;17;19
51532;1;2;6;21;75;263;904;3066;10324;34652;116179
51533;1;1;1;0;0;0;1;1;1;0;0
51535;0;1;2;1024;1025;2048;59049;59050;60073;118098;1048576
51539;1;4;12;131;2261;68915;3936847;398896240;73105887206;24124800000000;0
51540;1;1;1;1;2;4;7;13;26;52;104
51541;0;1;17;348;8640;254800;8749056;343901376;15257600000;755110000000;41278200000000
51542;1;1;1;2;2;2;2;3;3;3;3
51545;1;0;2;5;5;4;13;29;34;39;89
51549;1605;1615;1618;1628;1631;1644;1651;1661;1664;1674;1677
51550;6500;6501;6510;6511;6521;12066;50372;175677;553783;5224903;5224923
51552;1;-2;7;-24;165;-1232;10827;-111104;1316585;-17449472;257028847
51553;1;1;2;10;122;3346;196082;23869210;5939193962;2992670000000;3037350000000000
51557;0;1;12;60;200;525;1176;2352;4320;7425;12100
51558;36;666;384112;735192000000;20632400000000000000000000;136222000000000000000000000000000000000000000000000000;0;0;0;0;0
51561;0;0;0;1;0;0;0;0;1;1;1
51563;1;1;2;6;21;224;10848;4843293;98262557120;989064000000000000;197348000000000000000000000000
51566;0;1;3;8;23;76;293;1307;6642;37882;0
51569;1;7;19;43;112;333;1722;11278;66471;421203;3100169
51571;1;1;1;1;23;18;1;1;1;1;1
51573;2;2;5;3;2;2;3;5;2;2;5
51574;1;2;1;3;2;2;4;3;5;3;5
51575;2357;2753;3257;3527;5237;5273;7253;7523;22573;23357;23537
51576;1;2;3;5;6;7;10;11;12;13;14
51577;0;1;4;9;15;24;33;46;58;73;92
51582;1500;1570;1714;1718;1722;1768;2062;2066;2070;2084;2120
51586;5;12;22;36;53;73;97;124;154;187;223
51587;1;1;1;1;3;2;1;13;6;4;1
51590;1;5;4;18;17;10;50;48;37;20;115
51591;2;1;5;4;8;7;11;10;14;13;17
51595;0;11;120;222;201;111;1300;1313;2330;3333;3302
51597;227;827;1201;1621;2179;2333;2441;2711;3041;3251;3329
51598;1;4;11;124;841;3844;23571;159164;903201;5174084;32096731
51600;1;1;5;17;81;319;1565;6763;33223;149513;739755
51601;1;2;4;8;13;26;40;80;121;242;364
51608;5;6;5;8;4;6;6;6;3;2;3
51609;3;19;22;41;63;104;167;271;438;709;1147
51610;1;1;5;31;241;2021;19741;224155;2816801;38127241;557512021
51612;3;17;1415929;14159300000000000000000000000000000;14159300000000000000000000000000000000000000000000000000000;0;0;0;0;0;0
51620;0;0;0;1;0;0;0;7;1;13;8
51621;1;16;352;3376;19648;82256;273440;767600;1894784;4228752;8703712
51623;4;2;6;4;2;8;1;3;1;9;2
51624;1;1;2;2;3;3;3;4;4;4;4
51627;0;1;13;127;1105;9031;70993;543607;4085185;30275911;222009073
51630;1;0;51;204;681;1956;5135;12360;28119;60572;125682
51633;0;2085;2325;5253;6141;6293;7728;10013;11960;12920;14637
51636;1;2;6;10;12;44;90;184;440;528;588
51637;9;96;461;548;565;876;1053;1202;1302;1426;1596
51640;8;3;9;0;4;2;1;5;4;2;7
51643;1;2;6;19;66;246;959;3821;15516;64222;269701
51647;20;32;51;53;62;84;89;107;113;114;126
51649;2;4;6;8;10;12;14;16;18;130;341
51651;16763;40039;42509;96353;98573;104183;119243;123863;160093;161783;169259
51652;2;3;4;6;6;6;6;6;10;8;8
51658;1;5;23;7;719;5039;23;11;29;13;479001599
51659;7;17;49;97;241;337;577;721;1057;1681;1921
51666;22;10112333;10112223;101223;101122;1012;20;14;4;10;5
51672;262144;387420489;3814700000000;1628410000000000;5559920000000000000;112455000000000000000;14063100000000000000000;104127000000000000000000;3244150000000000000000000;210457000000000000000000000;699054000000000000000000000
51676;0;0;2;8;6;16;58;120;254;668;1616
51682;1;10;115;201;1015;1029;10029;100021;0;0;0
51686;1;2;4;4;3;4;6;8;12;6;12
51688;19;1036;116571;22656816;6814202907;2944470000000;1733260000000000;1335540000000000000;1305990000000000000000;1581170000000000000000000;2322930000000000000000000000
