Id;Sequence;Sequence;Sequence;Sequence;Sequence
33737;1;1;1;1;2
33741;1;19;199;1999;19999
33744;0;3;2;18;17
33745;10000000000;5000000000;3333333333;2500000000;2000000000
33747;1;4;28;312;5496
33750;1;2;4;9;26
33751;20;7;40;14;60
33755;1;10;14;23;25
33757;3;109;1063;1381;1487
33761;1;3;5;21;233
33766;0;5;40;285;2000
33770;0;1;1;2;3
33774;3;6;10;11;15
33775;2;3;5;13;41
33776;2008;122975608;1,10124E+13;1,16032E+18;1,33937E+23
33778;0;1;2;5;12
33779;1;2;6;20;72
33780;1;0;1;0;1
33782;0;1;7;28;84
33783;1;1;-1;0;0
33786;1;2;6;137;13278
33787;0;12;16;20;40
33788;0;0;0;0;2
33789;0;55;3125;141177;7115200
33794;1;2;3;7;5
33798;0;1;7;23;127
33799;0;0;0;8;40
33801;1;2;1;3;1
33803;1;2;3;4;6
33807;413;4220;48401;541966;6127845
33808;15039276;16323925;14283486;7150092;68089
33809;210;7314;37960;134043;357642
33812;1;1;1;1;5
33815;1;2;14;76;146
33817;1;3;5;9;11
33818;1;16;422;15184;658492
33820;0;0;0;1;0
33821;8;8464;3356150;1501795009;6,55816E+11
33822;27;63;99;135;167
33826;1;2;55;2;6
33827;5;6;19;40;41
33828;2;5;9;13;23
33829;2;5;8;12;14
33831;4;9;12;18;20
33837;1;43;1806;75852;3185784
33838;3;9;3;7;0
33841;1;-1;1;2;-1
33844;1;2;2;3;3
33846;1;2;3;27;137
33847;1;1;1;1;1
33850;1;2;3;4;5
33851;4;6;2;3;0
33852;1;2;4;0;0
33853;0;1;2;34;277
33855;0;1;1;1;1
33856;1;1;2;2;3
33858;4;13;189;128710;35991498064
33860;1;8;336;112896;276595200
33861;1;2;2;2;8
33862;3;28;252;2271;20440
33868;22;3;1;2;4
33871;2;54;8103;8886110;72004899337
33872;0;0;1;7;5
33874;1;144;518400;2073600;406425600
33876;1;1;1;3;1
33878;7;83;197;311;349
33879;20;6;2;1;1
33881;3;3;3;2;3
33882;1;1;3;1;2
33886;0;2;3;0;9
33887;3;6;18;45;141
33888;3;17;20;37;57
33889;1;1;3;7;27
33890;4;15;35;39;51
33892;50;-3250;968750;-635781250;7,2248E+11
33893;32208;2554260;164649752;9355289120;4,90921E+11
33894;0;60;450;1790;5195
33896;1;1;3;15;91
33897;1;39;1170;32670;891891
33900;0;199;398;597;796
33901;1;1;6;2;2
33902;38;988;7974;37044;125322
33904;1;1;2;3;24
33905;1;4;-2023;-177022;-4193679
33908;1;1;1;1;3
33909;28;57;199;256;1991
33911;105;108;405;510;540
33912;2;2;34;84;1308
33913;4;7;14;21;24
33915;1;-1;1;-1;0
33917;1;3;10;41;173
33918;1;29;416;4776;50720
33921;1;1;2;2;3
33923;6;232;5748;153652;4053833
33926;1;2;3;8;27
33927;1;9;576;254016;768398400
33928;1;5;25;31;1325
33929;3;9;22;46;86
33931;1;1;2;2;2
33933;0;91;614;1953;4492
33934;1;4;8;40;44
33936;1;2;1;3;3
33939;2;3;11;59;107
33941;1;2;1;6;8
33949;5;6;7;10;13
33952;0;1;2;3;4
33953;39;159;359;639;999
33954;5;203;20746;4132120;1358524513
33955;1;0;1;0;-1
33957;126;153;1025;1052;1126
33958;1;50;54;52;53
33960;1;2;6;12;30
33966;0;1;5;6;10
33967;1;3;9;13;17
33968;1;37;895;18264;344552
33969;1;1;1;1;1
33972;1;2;4;5;7
33973;2;4;9;56;448
33979;1;13;239;10897;1095851
33980;3;3;7;7;17
33983;1;1;2;2;2
33986;1;42;1722;70602;2894682
33987;0;1;2;3;4
33989;191;229;419;457;571
33995;1;1;1;1;4
33998;1;2;4;4;8
33999;3;4;6;12;48
34001;1;1;1;2;2
34002;1;-2;20;-520;26000
34003;1;70;5376;508640;59835776
34004;1;1;3;12;56
34005;0;1;6;28;36
34006;1;5;7;18;13
34010;1;2;3;3;3
34011;0;4;4;6;7
34012;3;12;33;95;237
34014;1;1;1;1;1
34018;1;0;1;0;13
34019;7;73;733;7333;513313
34021;1;0;0;0;3
34022;5;3;3;11;34
34023;1;1;3;6;22
34024;1;0;1;1;-1
34025;1;31;449;-17825;-1242239
34026;0;0;0;0;1
34027;1;2;3;5;9
34028;0;2;4;6;8
34031;1;2;1;4;3
34035;4;8;9;12;18
34042;0;1;1;2;33
34045;397;487;739;757;907
34047;1;1;1;3;9
34048;1;1;1;1;230
34050;1;2;8;18;78
34052;3;22;17;49;103
34054;1;1;1;3;1
34056;15;95;15;9;95
34058;2;30;1260;60060;2042040
34062;2;4;5;7;9
34064;1;10;10;100;10000
34067;8;17;23;25;44
34068;1;0;3;7;21
34070;3;11;4;10;4
34072;2;1;3;4;12
34074;20;561;14178;276427;4249486
34075;1;1;2;7;40
34079;986388;143559116;23521828188;4,28536E+12;8,16001E+14
34081;0;3;4;8;11
34083;17;41;227;347;641
34084;4095;6143;7167;7679;7935
34085;35;175;245;875;1225
34088;1;2;3;6;20
34090;1;0;0;0;0
34094;2;1;1;1;4
34095;1;3;5;15;21
34096;36;3968;733512;116648336;17234589848
34097;1;4;8;2;3
34099;0;1;2;3;4
34100;1;32;671;11686;183561
34101;119;139;159;179;199
34102;1;4;3;14;18
34104;0;1;20;189;1100
34105;874;1174;1234;1246;2674
34106;0;7;14;21;35
34107;1;42;345;1597;5436
34111;7;11;53;67;109
34112;0;-1;4;4;-12
34113;1;0;1;0;1
34115;2;16;240;4466;89630
34120;0;1;1;2;4
34122;2;3;5;10;25
34123;1;2;2;3;13
34126;33;9;4;39;94
34127;44;136;452;1576;5684
34132;13;19;31;43;61
34135;0;594;9898;67852;293464
34136;1;51;673;4287;17931
34137;47;577;683;1213;1319
34138;0;1;4;17;56
34140;11;71;491;3433;24019
34142;1;0;1;0;0
34146;3;8;15;24;48
34150;1;3;6;15;35
34151;1;4;13;36;93
34153;1;-1;-3;12;43
34155;0;0;1;0;0
34156;1;30;870;25230;731235
34157;1;-1;3;-15;81
34158;1;3;9;18;54
34160;1;2;2;2;2
34162;1;2;1;2;1
34165;1;2;3;8;48
34166;2;6;8;12;12
34167;1;2;6;20;75
34169;1;1;2;3;4
34172;23;29;31;37;53
34173;1;1;1;1;4
34174;73;241;673;1321;1873
34176;1;6;41;30864;2469135782
34178;4;10;18;27;45
34180;3;5;7;11;17
34182;5;6;7;8;9
34183;0;2;3;4;5
34184;1;2;2;2;4
34185;2;4;10;13;22
34186;1;8;226;52544;84662388
34187;9;4;11;82;6131
34189;3;3;3;6;15
34191;0;2;3;4;7
34195;6;8;10;12;14
34199;0;0;0;1;0
34200;9;27;81;243;249
34201;2;3;7;17;23
34204;1;1;1;1;1
34205;2;3;7;31;181
34207;2;4;4;4;6
34208;357;5525;87637;1399125;22373717
34209;1;2;1;1;1
34210;1123;21345589;3,54225E+84;0;0
34213;1;3;9;81;6561
34215;3;12;28;42;2
34217;4;6;10;14;16
34220;1;5;39;753;25887
34221;1;2;7;20;59
34222;0;1;2;3;5
34223;1;1;2;10;49
34224;49;65;50;46;45
34225;3;15;89;603;4433
34228;2;3;5;9;19
34231;1;1;1;2;4
34232;1;12;22;123;333
34240;591;623;767;871;879
34242;2;3;5;7;11
34243;26;27;80;507;1094
34244;5689274;13085817650;2,92342E+13;6,63077E+16;1,50365E+20
34246;1;34;492;5617;11234
34248;1;4;5;6;7
34250;1;2;4;6;3
34255;0;1;0;0;1
34257;2;24;360;6720;151200
34259;1;1;2;1;2
34260;0;1;19;342;6138
34261;1;2;9;80;1368
34267;5;6;5;15;5
34268;1;1;2;5;13
34269;1;2;3;5;7
34272;13;73;109;409;1033
34276;2;727;37273;333727333;93337273339
34277;1;1;1;2;5
34280;0;0;0;0;1
34284;1;27;702;18252;474552
34285;6;210;110;2730;17
34286;10;56;78;0;1014
34287;1;3;5;7;11
34289;506;4041;33785;242852;1834500
34290;6;12;18;30;22
34293;49;101;193;215;384
34295;2;6;8;10;14
34297;24;28;44;64;93
34299;1;2;2;3;3
34301;1;2;4;2;12
34303;10;135;1844;25145;342846
34306;1;15;210;2940;41160
34307;133;138;183;303;308
34308;0;1;0;4;3
34310;1;3;0;2;4
34313;1;1;3;1;7
34316;20;36;130;382;924
34317;1;6;12;29;30
34318;18;19;20;21;22
34327;1;2;5;6;9
34328;13;97;17;3041;1153
34329;6;10;10;14;21
34330;1;3;7;24;247
34331;0;0;1;0;6
34335;1;1;2;1;4
34336;4;2;0;1;0
34337;124;1012;8304;68180;559788
34339;9;49;121;361;529
34340;0;0;0;1;0
34341;-1;2;8;15;22
34343;1;1;-1;1;-19
34345;3;9;9;27;19
34346;7;41;380;475;506
34347;1;2;4;3;8
34348;1;1;2;3;14
34349;0;0;1;4;10
34352;1;3;5;7;9
34353;8;4311;0;0;0
34355;13;1512;1520;1521;12016
34356;0;-1;-1;1;-1
34357;1;2;4;3;6
34359;0;0;0;0;0
34361;0;42;1566;2154;4482
34362;1;11;195;8961;1229783
34363;1;1;1;2;5
34364;0;1;3;2;7
34366;13;59;151;197;887
34368;1;2;2;4;2
34374;1800;5145;1047424;3973536;410606100
34377;1;1;4;5;6
34378;1;27;702;18252;474552
34381;2;5;5;16;25
34382;1;3;7;13;19
34385;7;71;719;7193;71933
34386;2;5;11;17;29
34387;1;1;2;3;3
34391;0;1;2;12;72
34392;7;379;1033;59053;128629
34396;554;8410;129762;2004390;30642746
34398;1;252;180081;855558;335323533
34399;6;10;18;30;40
34400;1;1;3;8;26
34407;1;1;4;9;32
34408;1;-185;41107;-8838005;1910490043
34409;1;4;11;25;48
34410;1;10;1011;1011100;10111001000
34412;3;5;9;15;17
34413;1;2;0;4;5
34414;1;1;1;1;1
34416;2;3;5;7;11
34419;1;2;5;6;13
34420;0;0;0;0;0
34421;1;1;5;13;73
34424;1;0;32;128;1536
34427;1;0;2;0;1
34430;0;10;39;87;154
34434;1;2;7;35;214
34435;1;-15;686;-62400;9406375
34437;1;1;1;11;77
34438;1;2;3;6;9
34439;1;6;7;8;15
34441;1;18;74;170;306
34442;0;1;4;0;12
34449;1;2;3;6;167
34451;1;2;4;3;7
34453;1;85;1583;13203;68853
34456;1;1;5;6;5
34457;1;1;1;3;2
34461;13;17;31;71;107
34462;2;0;2;1;4
34463;0;0;1;7;81
34464;1;1;3;7;19
34465;25;26;27;28;29
34469;20;2984;340852;40071100;4696965476
34470;1;4;0;4;16
34471;1;5;41;517;12145
34472;0;5;62;363;1364
34473;0;1;-1;1;-1
34476;13;20;31;48;74
34477;1;1;2;3;4
34478;2;4;6;10;11
34480;1;10;10;19;19
34484;1;1;2;2;1
34485;1;9;58;2161;160800
34489;4;7;3;3;7
34490;1;10;100;110;111
34491;0;0;1;1;2
34492;7;14;21;28;35
34494;1;1;2;2;4
34497;3;5;7;11;17
34499;2;5;7;11;13
34502;81;1681;3481;5041;7921
34503;-1;-1;-1;1;-1
34504;1;4;12;32;144
34505;1;2;7;11;13
34507;0;1;2;3;4
34509;1;1;2;2;3
34513;0;0;0;0;6
34514;9;2;6;3;9
34515;1;1;1;1;1
34517;1;247165843;7,12728E+16;2,00743E+25;5,67285E+33
34518;0;1;3;3;13
34520;1;3;3;5;2
34521;1;18;7;24;11
34526;37;89;193;349;401
34527;36;7776;1679616;362797056;78364164096
34531;0;1;0;-3;-4
34532;-297;548147655;-1,01983E+15;1,89739E+21;-3,53009E+27
34534;234781;115480283;0;0;0
34535;101;1013;1019;1021;1031
34538;2;33;211673;97524222465;0
34539;1;9;46;177;571
34540;10;14;15;20;26
34542;9729;2309200;548812835;1,30425E+11;3,09952E+13
34543;2;8;96;1536;28160
34544;1;1;1;1;1
34545;1;2;2;4;9
34547;2;2;4;6;11
34548;2;4;6;10;16
34549;1;1;2;1;4
34551;5;5;11;17;5
34552;1;64;15625;2097152;3486784401
34553;1;2;9;84;1625
34555;1;1;2;5;20
34558;1;1;2;3;7
34559;1;1;1;1;1
34562;0;4;8;13;21
34563;1;1;3;9;34
34569;1;1;1;1;1
34570;0;1;3;3;9
34573;1;1;1;2;3
34574;5;9;16;29;52
34577;11;41;43;61;83
34578;1;26;2197;371293;1631461442
34581;1;2;1;7;6
34582;2;3;7;11;20
34583;0;0;1;252;118186992
34584;1;1;4;1;1
34586;27346;62101;149650;168130;207670
34592;1;1;1;1;1
34594;1;3;5;13;27
34597;1;9;252;16636;48844761
34604;2;122;6282;443510;23794078
34605;1;1;1;12;11
34606;1;4;5;9;10
34618;1;2;8;24;144
34619;0;0;0;0;0
34620;47;227;71;359;113
34622;1;2;7;27;109
34627;1;3;7;11;19
34635;8;3;4;1410;6
34636;10;100;358;1309;5524
34641;3;1;3;3;1
34642;1;1;8;8;27
34648;1;0;0;0;-1
34649;1;1;2;4;1
34650;1;50;2450;120050;5882450
34651;1;1;-3;11;38
34652;16;248;3968;63488;1048320
34653;1;2;1;3;5
34656;2;3;3;0;7
34657;0;0;0;0;0
34658;-1;-3;-3;115;2915
34659;1;6;12;36;144
34662;2;2;4;7;1
34667;187;405481;808928836;1,57443E+12;3,05722E+15
34670;32;1024;15200;207936;3179520
34671;1;1;9;9;2
34673;6;8;17;19;40
34674;3164252736;3164326683;3164389113;3164391957;3164406057
34676;18;20;2;3;4
34681;1;2;3;5;11
34682;5;25;125;625;3125
34685;12;1;24;1;24
34689;0;0;1;2;1
34691;0;1;108;5934;104968
34693;13;20;33;56;93
34696;0;1;9;83;765
34697;1;1;3;5;17
34699;5;14;126;384;2355
34701;46;2116;62365;1560013;39387861
34702;1;2;6;12;30
34703;1;1;4;4;9
34704;1;8;12;6;20
34705;0;1;6;56;324
34708;2;5;17;13;37
34709;1023;989527;882516857;7,46692E+11;6,15793E+14
34710;0;0;0;0;1
34711;1;4;8;9;121
34715;1;1;2;5;15
34716;1;1;1;1;1
34717;1;2;4;16;61
34719;1;2;1;2;1
34720;1;2;16;520;66560
34722;101;191;2081;15731;67211
34723;1;4;13;40;120
34724;0;0;2;0;6
34727;1;2;4;8;16
34730;1;1;1;1;1
34733;1442399;8993999;16007999;18258527;25090079
34736;1;-3;49;-1691;108961
34738;1;1;2;4;8
34739;1;1;1;2;3
34744;31;397;641;1129;1373
34745;1;1;1;1;-5
34746;4;9;9;30;40
34747;11;31;41;61;101
34751;0;1;2;3;4
34752;1;1;2;6;22
34753;128;192;288;320;352
34754;2;3;4;5;7
34760;0;1;2;4;10
34761;1;40;1744;79944;3791001
34762;1;27;256;823543;46656
34763;2;6;14;46;302
34764;0;1;3;2;8
34768;1;9;10;16;8
34769;1;0;0;1;1
34770;4;12;1938;58808;475414
34771;2;6;8;10;13
34773;1;1;1;1;3
34777;1;3;6;13;27
34778;1;4;7;9;14
34782;1;1;2;5;15
34783;15;25;125;1537;3977
34784;3;5;10;21;171
34786;2;3;4;5;6
34789;1;1;3;3;12
34792;0;18;0;631;0
34795;1,42857E+19;2,85714E+19;4,28571E+19;1,62791E+33;1,86047E+33
34798;235;357;5711;71113;111317
34799;9;53;260;1156;4845
34800;23;29;37;53;149
34801;1;6;22;28;31
34802;1;2;3;1;4
34803;1;392;5765144;3,18127E+12;6,58657E+19
34806;1;-2;1;-1;-4
34808;1;1;4;13;48
34809;1;4;11;26;52
34810;1;2;5;17;40
34811;0;1;1;4;11
34812;1;4;12;27;52
34813;1;2;100;800;152100
34814;107227;151537;235747;332473;382873
34815;1;1;4;1;1
34816;1;-1;-3;-5;-175
34819;1;1;586;71688050;1,35805E+13
34825;2;4;160;27969;2851313628
34826;2;1;4;3;7
34827;1;2;2;1;2
34828;1;6;40;5040;24192
34829;4;16;38;78;136
34831;1;40;1300;39000;1121250
34832;1;7;13;19;31
34834;6;25;325;561;703
34836;6;72;6480;155520;6531840
34838;0;1;2;2;4
34840;1;2;2;2;3
34841;1;2;6;10;12
34845;53;61;317;349;353
34846;2;2337;475367;79838997;1,13127E+14
34847;0;1;2;2;3
34848;2;3;5;7;11
34850;1;2;2;4;4
34852;0;1;2;3;4
34857;4;8;9;16;25
34858;5;51;253;874;2354
34860;1;2;28;920;54416
34861;11;31;59;83;109
34864;24;74;228;698;2124
34867;1;5;3;4;1
34869;1;1;2;2;3
34870;1;0;8;1;7
34872;20;41;61;468;997
34873;8;0;512;8000;74088
34874;0;0;2;6;32
34876;5;17;41;89;101
34877;50;850;1300;2210;6100
34883;1;5;25;125;625
34884;1;1;1;1;1
34885;1;182;6956040;5,23567E+13;7,72654E+22
34887;0;0;0;0;8
34888;4;6;7;19;30
34890;2;128;2097152;2,2518E+15;1,03846E+34
34891;1;2;3;0;3
34894;1;2;4;6;8
34896;0;0;1;6;7
34897;2;0;2;0;0
34899;1;1;3;1;15
34900;1;4;15;56;209
34903;27;108;189;251;270
34910;1;2;5;8;10
34911;3;11;60;406;3171
34912;0;0;0;0;0
34915;1;1;1;1;1
34916;1;2;3;4;5
34920;1;4;5;6;7
34923;1;1;2;1;1
34927;1;4;-1042;-12632;3256780
34928;2;1;2;5;5
34929;1;8;2;2;6
34930;1;2;3;4;7
34933;1;2;6;20;70
34940;1;4;32;400;6912
34941;1;2;7;26;103
34942;1;1;2;1;1
34947;0;0;4;0;7
34951;0;0;1;2;4
34953;0;11;22;33;44
34954;1;9;7;3;9
34956;54;118;182;246;310
34958;1;1;3;8;24
34960;0;1;9;3825;6561
34961;1;7;45;767;4909
34962;4;8;12;15;16
34963;3;5;5;5;7
34966;3;3;10;17;37
34967;1;4;9;1;16
34968;1;6;8;12;20
34969;1;2;3;8;10
34970;0;1;3;4;7
34971;3;12;52;168;537
34972;1;0;3;2;-3
34974;3;71;4722;989731;838184554
34976;3;5;7;11;13
34977;1;4;7;11;14
34978;3375;2377341;1661285961;1,16358E+12;8,14479E+14
34983;2;2;0;4;2
34984;1;1;0;3;6
34985;85;2803;24026;115270;397655
34986;5;15;25;35;45
34987;2;3;4;5;7
34988;19;1;1;3;19
34989;1;1;1;1;1
34990;1;2;1;5;4
34992;24;1,21645E+17;5,10909E+19;6,20448E+23;2,65827E+54
34993;1;2;3;5;7
34995;2;136;22377984;7,68614E+17;3,54461E+35
34997;10;2;20;2;20
34999;1;7;31;101;272
35000;7;21;63;189;567
35001;1;1;2;3;5
35003;35577;864948;27630789;825828828;25618992453
35004;0;0;0;0;0
35005;1;2;2;4;6
35008;1;29;582;10320;175923
35009;1,11111E+67;1000100;2112;1010;233
35013;2;2;2;3;2
35018;27;109;572;681;3296
35021;1;2;4;8;73
35023;1;0;6;6;0
35029;1;1;2;12;184
35030;1;2;2;4;12
35032;0;0;0;0;0
35035;1;2;3;5;10
35036;9;9;9;9;6
35037;28;469;4614;36845;281271
35042;6;34;57;86;121
35049;41;43;47;433;499
35056;26;53;79;764;843
35057;1;0;4;-3;0
35060;7;2;5;6;9
35062;1;6;8;12;14
35063;1;9;72;576;4608
35064;1;35;35;1225;35
35065;62;103455;43122894;15526815513;1,1773E+12
35067;2;3;3;3;15
35069;1;1;2;2;7
35072;0;5;19;19;1048
35075;-1;3;-7;14;-24
35076;1;5;1;6;4
35077;2;4;9;21;46
35080;16;144;400;784;1296
35082;1;1;6;1008;20321280
35083;1;2;4;8;17
35084;1;1;1;2;6
35085;1;5;14;35;81
35087;1;0;1;2;2
35088;10;12;14;16;18
35089;1;1;1;1;2
35091;1;3;5;2;9
35092;1;2;4;3;6
35093;0;1;3;4;8
35095;1;2;6;20;62
35096;1;2;34;488;9826
35099;1;2;11;66;470
35100;0;1;2;7;18
35101;1;3;1;2;6
35102;87;867;8667;86668;866667
35103;6;1;7;2;8
35104;0;1;2;3;4
35105;17;38;92;170;248
35107;14;196;162722;21592075596;0
35108;479001600;-1486442880;1931559552;-1414014888;657206836
35109;53;89;157;421;433
35110;5;114;9089;1515903;435411946
35112;1;26;348;2698;14751
35114;1;-1;0;0;0
35115;2;4;24;224;2880
35119;25;70225;130576327;189750625;5,12706E+11
35122;1000;-1;1000000;2000;3000
35124;1;0;1;1;3
35125;3;5;8;7;9
35127;2917;6733;18521;36149;36913
35129;516493;1056493;1427383;1885943;3166183
35133;1;18;153;816;3060
35136;1;2;4;8;14
35141;1;4;8;14;21
35142;1;-288;-128844;-2014208;21640950
35143;1;13;715;137047;151063807
35144;1;3509;8054;10237;11911
35146;1;3;4;6;15
35148;21;57;65;69;77
35152;6;9;3;1;4
35153;1;20;155;760;2814
35160;1;2;2;3;3
35164;2;3;5;7;11
35166;1;0;2;1;1
35167;1;3;5;7;9
35169;1;1;1;1;1
35170;2;1;1;2;2
35171;1;1;2;3;7
35176;1;2;2;1;0
35180;1;11;96;1619;126969
35181;5;11;31;71;281
35186;1;1;1;1;25
35188;2;2;8;32;128
35195;7;11;23;29;31
35196;3;12;16;31;21
35198;2;3;2;4;5
35199;1;-2;1;8;-6
35203;1;0;1;1;3
35204;1;5;467;877547;32392165445
35207;3;11;131;17291;298995971
35208;2;2;5;5;4
35209;0;1;4;8;9
35212;5;380;50384;6907736;948656912
35213;2;2;3;3;4
35214;1;2;3;4;5
35216;5;11;13;23;31
35220;2772;2992;6776;8008;21112
35221;485;969;1453;1937;2421
35223;0;0;0;0;0
35224;4;5;8;4;9
35229;2;3;5;7;11
35230;1;504;9853704;7,48894E+12;2,21253E+20
35234;1;0;0;1;0
35235;0;1;25;637;16810
35237;0;0;4;16;76
35239;1;7;28;63;186
35240;2;3;5;7;11
35241;2;6;10;14;18
35242;1;14;133;1070;7861
35245;1;3;8;29;92
35246;12108096;3705077376;6,50463E+14;1,7644E+23;1,53503E+26
35247;1;3;11;52;331
35248;0;2;3;5;8
35249;3;3;5;11;27
35252;1;1;2;3;3
35258;296570;24722349;2434061311;1,17341E+11;7,93424E+12
35259;72;108;200;288;392
35261;4;9;51;1;12
35262;668;838;1260;1278;1355
35263;10;42;167;662;2670
35267;2;9;23;51;86
35268;1;1;1;1;1
35269;1;5;25;150;1000
35270;31;125;781;906;2593
35271;1;3;0;6;3
35273;1;2;14;150;1942
35274;2;1;5;5;7
35275;1;1;-1;-5;1
35280;1;5;17;23;29
35281;1;8;20;57;118
35284;1;1;2;3;5
35288;1;1;1;2;3
35289;2;2;2;2;4
35292;0;10;990;97020;9506980
35293;33;14;23;44;18
35294;3;7;23;71;643
35295;1;2;4;6;10
35296;1;1;2;1;2
35297;1;1;1;2;1
35303;1;4;5;6;8
35306;1;2;3;1;5
35307;1;1;2;4;20
35312;1;77;3648;171409;8052605
35313;5;5;5;13;9
35321;1;2;4;128;174
35327;1;3;5;7;3
35329;1;1;2;5;16
35331;25;1;1;2;1
35333;2;5;5;7;11
35338;0;124;168;187;343
35339;1;3;22;346;5100
35341;698896;6,37832E+11;4,09992E+15;6,9161E+21;4,04602E+25
35342;8;10;12;18;24
35343;0;1;0;1;3
35348;1;2;6;12;60
35351;1;3;3;15;75
35353;1;1;1;1;2
35354;1;1;1;2;1
35356;1;1;2;3;8
35357;1;23;506;11132;244904
35360;5;22;243;1160;3347
35361;1;1;4;30;335
35362;1;33;78705;15099201;0
35364;1;0;2;1;9
35365;0;11;277;9113;481193
35367;1;18;168;1308;11788
35368;0;1;2;4;4
35370;7;37;163;9157;9277
35371;0;1;10;110;1310
35372;1;-1;0;0;-1
35373;2;3;5;41;131
35378;1;2;1;2;1
35379;1;1;1;1;1
35381;797822969;5506995671;29239334379;4,02163E+11;2,16092E+12
35382;2;4;4;7;7
35384;0;1;11;3;4
35386;64;96;32;112;16
35390;0;0;0;0;0
35393;1;1;1;1;2
35394;1;4;2;9;5
35396;1;1;3;7;23
35398;1;0;0;-88;-330
35399;4;18;90;423;1958
35401;2;2;1;1;1
35402;39;103;167;231;295
35403;1;3;17;145;1661
35404;1;4;5;9;2
35407;256;1140;1140;6028;5228
35409;1;8;30;81;184
35411;1;4;10;25;43
35413;2;3;5;7;11
35414;0;1;51;2551;127551
35415;11;29;137;239;641
35416;1;0;1;3;3
35418;1;4;16;17;18
35419;2;1;2;0;3
35421;1;1;3;11;50
35423;6;8;11;15;20
35427;0;0;0;1;9
35428;1;18;225;2430;24381
35430;2;4;8;8;12
35431;1;1;1;2;2
35432;0;0;1;1;2
35433;0;113967;116397;1014138;1045638
35435;1;1;4;10;36
35440;1;2;2;3;2
35441;0;0;0;0;0
35444;48;94;162;294;508
35445;0;1;1;2;1
35446;1001;1002;1003;1004;1005
35447;1;18;112;403;1071
35448;2;1;0;5;4
35449;13;21;34;56;92
35450;41;2358;151962;10139432;684434305
35451;3;8;14;19;24
35453;2;4;7;10;19
35455;1;2;6;24;116
35457;1;4;32;531;20400
35458;7;47;7;0;47
35461;18;36;50;75;98
35463;16;61;106;126;136
35464;7;16;30;67;93
35467;2;4;2;6;3
35468;1;205;55965;14107485;3625623645
35470;1;1;1;1;2
35471;135;1715;23328;2239488;2233772
35472;1;2;3;4;5
35475;0;2;4;5;7
35478;1;4;34;410;6170
35479;1;6;15;40;97
35482;1;1;3;4;8
35485;2;3;2;3;11
35487;1;2;4;5;6
35489;1;5;10;25;20
35490;20;102;120;200;220
35497;2;4;12;18;31
35499;1;1;9;177;6081
35500;1;2;6;34;116
35505;1;4;134;760;3345
35506;1;2;6;24;3
35508;1;1;3;8;25
35511;1;1;3;6;21
35512;1;2;0;12;0
35515;2;3;1;4;1
35518;11553;12543;13533;14097;14523
35523;0;1;5;14;30
35526;1;1;1;1;-4
35527;1;3;23;229;2869
35530;1;-3;27;-2223;1411020
35532;4;6;8;9;16
35534;2;5;2;5;2
35537;1;1;1;1;1
35538;1;1;5;7;854513
35539;3;12;93;6654;43053375
35542;8;2;6;5;4
35543;0;2;20;64;200
35545;1;0;1;2;5
35546;4;5;7;11;23
35547;1;2;2;6;6
35548;21;224;1260;5040;16170
35552;1;5;5;25;65
35554;6;42;78;114;150
35555;1;15;30;44;65
35559;1;17;339;6729;133563
35561;1;1;1;3;5
35562;1;1;1;1;1
35563;0;0;0;0;1
35568;23;24;30;34;44
35570;1;1;7;37;231
35571;1;0;1;0;1
35572;0;1;2;3;4
35575;5;10;15;20;21
35576;5;17;31;47;67
35577;1;0;0;0;0
35578;1;2;6;8;120
35580;43;71;197;463;1933
35583;1;4;4;16;12
35585;2;1;1;3;13
35587;11;34;36;96;60
35590;1;2;3;5;6
35591;1;1;2;1;2
35592;1;0;0;32;366
35593;4;6;2;10;12
35594;1;12;23;265;276
35595;1;1;1;1;1
35600;0;3;6;10;15
35601;1;9;81;879;11739
35605;1;1;2;1;6
35606;1;2;4;5;7
35608;5;0;6;2;9
35609;1;11;70;719;7806
35611;1;5;9;20;39
35613;67;477;1759;4729;10395
35614;65;186621;3360633;0;0
35617;11;73;443;1031;2339
35618;1;1;1;1;2
35619;1;2;3;5;7
35620;2;8;15;17;15
35621;1;1;4;8;17
35624;0;1;2;2;3
35625;2;3;5;11;13
35626;0;4;28;122;340
35628;1;1;2;0;5
35629;1;2;2;2;4
35631;0;1;1;2;2
35633;1;1;2;5;11
35634;128;258;264;288;384
35635;1;2;3;3;5
35639;1;1;1;1;2
35640;1;5;30;182;1110
35641;0;1;2;3;4
35642;36;42;50;1316;12540240
35644;0;1;5;6;15
35645;1;2;25;745;2306
35646;1;1;1;1;0
35649;5;11;7;23;33
35651;1;20;380;7220;137180
35653;1;13;37;85;225
35656;0;0;0;404;2140
35658;1;2;6;14;46
35660;43;87;187;231;331
35661;1111;11110;111100;1111000;11110000
35665;0;1;-1;-1;6
35667;16;129;4144;33281;1069136
35668;1;2;24;0;403200
35673;1;20;1506;281943;105629113
35677;1;-29;377;-2842;13195
35682;4;6;6;7;7
35683;1;2;3;4;5
35684;0;0;0;1;0
35685;0;4;0;18;32
35686;1;1;3;3;15
35689;2;3;4;5;6
35690;4;208;29568;7452704;2941306368
35691;0;0;0;0;0
35695;1;0;1;0;0
35696;0;2;3;8;5
35697;2;37;109;199;383
35699;26;79;263;342;947
35700;11264;5266069;714611200;50123713793;2,33504E+12
35704;2;3;5;7;13
